Date,BTC-USD,EEM,ETH-USD,EWZ,GLD,ILF,SPY,USO,BTC-USD_ret,ETH-USD_ret,SPY_ret,EEM_ret,ILF_ret,EWZ_ret,GLD_ret,USO_ret
2021-02-04,36926.06640625,49.36045837402344,1594.7626953125,23.663753509521484,168.14999389648438,19.522905349731445,358.5936279296875,37.810001373291016,-0.01467867670382311,-0.04064042673188076,0.011301799861655568,0.0003588095076173055,-0.006349318574886869,-0.015382797340282797,-0.021765636924135134,0.009834039294073163
2021-02-05,38144.30859375,49.785369873046875,1718.65087890625,24.16397476196289,169.80999755859375,19.937406539916992,360.0049743652344,38.189998626708984,0.03245885330843299,0.07481466551562195,0.003928057320881024,0.008571497320130848,0.02100928333370217,0.020918388178240745,0.009823748692690917,0.010000011054301964
2021-02-06,39266.01171875,,1677.8468017578125,,,,,,0.02898274128113115,-0.024028304556216056,,,,,,
2021-02-07,38903.44140625,,1614.227783203125,,,,,,-0.009276588183404773,-0.03865461625127135,,,,,,
2021-02-08,46196.46484375,49.8738899230957,1746.6168212890625,24.190658569335938,171.52000427246094,19.95122528076172,362.6048278808594,38.939998626708984,0.17182056188812328,0.07882398232000803,,,,,,
2021-02-09,46481.10546875,50.405033111572266,1768.0350341796875,24.01724624633789,172.0800018310547,20.04793930053711,362.3634338378906,39.16999816894531,0.0061426193854515,0.012188107903901057,-0.0006659437788837176,0.01059341563486535,0.0048358114105493686,-0.007194383229610534,0.0032595928083516256,0.005889136254178657
2021-02-10,44918.18359375,50.58207321166992,1744.243408203125,23.810487747192383,172.7100067138672,19.992673873901367,362.2055358886719,39.279998779296875,-0.03420320342962812,-0.013547895059854044,-0.0004358396738348622,0.003506195749382188,-0.0027604702999637506,-0.008646020619262512,0.003654430629279855,0.002804351477916313
2021-02-11,47909.33203125,51.122066497802734,1783.7979736328125,23.98389434814453,171.2100067138672,19.992673873901367,362.79058837890625,38.970001220703125,0.06446761605839371,0.022423899594163507,0.0016139468823284785,0.010619004535102014,0.0,0.00725639099182548,-0.008723013798522866,-0.007923301734508196
2021-02-12,47504.8515625,51.16632843017578,1843.5325927734375,24.030582427978516,170.69000244140625,20.103206634521484,364.5826110839844,39.939998626708984,-0.008478464657924508,0.03293883410355654,0.00492739169421706,0.0008654341514853481,0.005513436254104445,0.0019447507370085688,-0.003041852351548402,0.02458614292902444
2021-02-13,47105.515625,,1814.10986328125,,,,,,-0.008441745251820123,-0.01608870440834598,,,,,,
2021-02-14,48717.2890625,,1805.0841064453125,,,,,,0.033643879906238475,-0.004987726893274724,,,,,,
2021-02-15,47945.05859375,,1779.791015625,,,,,,-0.015978235928812496,-0.014111236608850447,,,,,,
2021-02-16,49199.87109375,51.290252685546875,1781.0675048828125,24.16397476196289,168.24000549316406,20.28282356262207,364.2668762207031,40.45000076293945,0.0258352607407487,0.0007169559279818775,,,,,,
2021-02-17,52149.0078125,51.30796432495117,1848.458251953125,24.08394432067871,166.3300018310547,20.26900291442871,364.3504943847656,40.88999938964844,0.058214152169521576,0.03713900792867221,0.00022952558586437108,0.0003452621321563341,-0.0006816289143617478,-0.0033174701087407676,-0.011417786234196115,0.010818857084082954
2021-02-18,51679.796875,50.59977722167969,1937.44921875,23.730453491210938,166.32000732421875,19.937406539916992,362.79986572265625,40.27000045776367,-0.009038226589304248,0.04702035790880112,-0.004264952883613677,-0.013898816575613275,-0.0164950761623008,-0.014786226994524322,-6.0090224343136566e-05,-0.01527873321915533
2021-02-19,55888.1328125,50.92730712890625,1960.164794921875,23.79714584350586,167.00999450683594,19.992673873901367,362.1591796875,39.68000030517578,0.07828513543693166,0.011656276525288275,-0.0017675100573180274,0.006452091982405538,0.00276820726150669,0.002806470219510648,0.004139970385631239,-0.014759496123130926
2021-02-20,56099.51953125,,1919.5340576171875,,,,,,0.0037751835203801024,-0.020946070485595023,,,,,,
2021-02-21,57539.9453125,,1935.60107421875,,,,,,0.02535215971053203,0.008335432652435207,,,,,,
2021-02-22,54207.3203125,49.4312744140625,1781.992919921875,22.323165893554688,169.50999450683594,18.901159286499023,359.3734436035156,41.279998779296875,-0.05966344725525414,-0.08268555498368403,,,,,,
2021-02-23,48824.42578125,49.65258026123047,1570.2039794921875,22.930097579956055,169.1199951171875,19.426189422607422,359.8099365234375,41.619998931884766,-0.10458524450100902,-0.12652682176855595,0.0012138572319083567,0.004467048963678976,0.027398867821693554,0.026825383855550743,-0.0023033964742125187,0.008202703699969076
2021-02-24,49705.33203125,49.333900451660156,1626.57568359375,23.163536071777344,169.0,19.6196231842041,363.7748107910156,42.5,0.017881495738120444,0.03527146325136985,0.010959086588044323,-0.006438877476811633,0.009908122338528513,0.010128968759682477,-0.0007097783269727351,0.020923280628391945
2021-02-25,47093.8515625,48.20965576171875,1475.7037353515625,22.02303123474121,165.82000732421875,18.693906784057617,355.0093994140625,42.459999084472656,-0.053969759252051705,-0.09734201269119057,-0.024390758172186618,-0.0230521526712987,-0.04833261791643837,-0.050490541104958424,-0.018995808065307287,-0.0009416412173749658
2021-02-26,46339.76171875,47.563438415527344,1446.03369140625,21.27603530883789,161.80999755859375,18.327770233154297,353.1800842285156,41.310001373291016,-0.016142075456887308,-0.020310561531698162,-0.0051661858765764445,-0.013494962417490595,-0.01978022164966196,-0.034507443633424326,-0.024480114534154506,-0.02745780006077444
2021-02-27,46188.453125,,1459.97314453125,,,,,,-0.0032705424799890207,0.00959361820155691,,,,,,
2021-02-28,45137.76953125,,1416.0489501953125,,,,,,-0.02301047656676125,-0.03054747737339837,,,,,,
2021-03-01,49631.2421875,48.838172912597656,1564.7076416015625,21.23601722717285,161.52999877929688,18.52120018005371,361.7413635253906,40.599998474121094,0.09490116032713884,0.09982843204163686,,,,,,
2021-03-02,48378.98828125,48.360145568847656,1492.6087646484375,21.41609764099121,162.41000366210938,18.749176025390625,358.9184875488281,40.06999969482422,-0.025554925208490772,-0.047173558296895124,-0.007834182548221592,-0.009836203040198917,0.012233774481449043,0.00844419951597321,0.005433148366520264,-0.013140111992475226
2021-03-03,50538.2421875,48.26276779174805,1575.8531494140625,21.469453811645508,160.6199951171875,18.68699836730957,354.1644287109375,41.13999938964844,0.043664727693901485,0.05427137002269247,-0.013334015349364356,-0.0020156256250447144,-0.0033217985685693656,0.0024883064984500664,-0.011082728374520621,0.026352952356860238
2021-03-04,48561.16796875,47.138519287109375,1541.914306640625,21.55615997314453,159.0399932861328,18.528106689453125,349.78173828125,43.06999969482422,-0.0399061221991278,-0.021772107057521358,-0.012451938126345688,-0.023569924175890038,-0.00853914791349284,0.004030449364776052,-0.00988559566723337,0.04584582259159582
2021-03-05,48927.3046875,47.65196228027344,1533.2750244140625,22.003023147583008,159.13999938964844,18.84589385986328,356.2164611816406,44.439998626708984,0.007511420176535919,-0.005618714183079258,0.018229228049167327,0.010833324320668308,0.017006198140873636,0.02051823839162062,0.0006286134207733884,0.03131324188884815
2021-03-06,48912.3828125,,1654.7415771484375,,,,,,-0.0003050270395783075,0.07623886335092327,,,,,,
2021-03-07,51206.69140625,,1723.15380859375,,,,,,0.0458396233606819,0.040511371564089405,,,,,,
2021-03-08,52246.5234375,46.368377685546875,1834.7279052734375,20.70245361328125,157.49000549316406,18.18269157409668,354.4429931640625,43.5,0.020103136515502152,0.06273996854411362,,,,,,
2021-03-09,54824.1171875,47.38639450073242,1868.048828125,20.849180221557617,160.83999633789062,18.431394577026367,359.5035705566406,43.11000061035156,0.048156840253235314,0.017998288711284574,0.014176585206290107,0.021717440151502364,0.013585308504282464,0.0070624042714071055,0.02104806019448947,-0.009005935177590985
2021-03-10,56008.55078125,47.17394256591797,1799.166259765625,21.562828063964844,161.66000366210938,18.956422805786133,361.7413635253906,43.7400016784668,0.021374179798027783,-0.03757111014038683,0.006205381955135469,-0.004493475782312764,0.028087370769896057,0.03365627967559111,0.005085327698430273,0.014508050705300158
2021-03-11,57805.12109375,48.66111755371094,1826.1949462890625,22.45655059814453,161.52000427246094,19.55744743347168,365.4090881347656,44.599998474121094,0.031573000390297756,0.014911169281362695,0.010088024303003283,0.03103862780365488,0.031213348334188883,0.04061144849933668,-0.0008663865026826478,0.0194707711911387
2021-03-12,57332.08984375,47.79359817504883,1772.1024169921875,22.20311164855957,161.49000549316406,19.308748245239258,365.90118408203125,44.349998474121094,-0.008216872853115568,-0.030067889946876186,0.0013457927236434671,-0.017988602534387405,-0.012797886612355954,-0.011349914330204157,-0.00018574519969141986,-0.00562115046328525
2021-03-13,61243.0859375,,1924.6854248046875,,,,,,0.06599046126171279,0.08259589078773466,,,,,,
2021-03-14,59302.31640625,,1854.5643310546875,,,,,,-0.03220259265928875,-0.0371127321901929,,,,,,
2021-03-15,55907.19921875,47.90867233276367,1791.7022705078125,22.03636932373047,162.1999969482422,19.253482818603516,368.08331298828125,44.2599983215332,-0.05895520841682183,-0.03448364945036978,,,,,,
2021-03-16,56804.90234375,48.112274169921875,1806.9718017578125,21.9429988861084,162.35000610351562,19.115318298339844,367.6190490722656,43.83000183105469,0.015929471547609108,0.008486249424844293,-0.0012620972871205647,0.0042407859890907255,-0.007201951243476553,-0.00424610819606207,0.0009244132771239594,-0.009762740493015447
2021-03-17,58870.89453125,48.174251556396484,1823.4493408203125,22.576610565185547,163.50999450683594,19.405466079711914,368.87249755859375,43.81999969482422,0.03572418708035779,0.009077543107777147,0.0034038400095143598,0.0012873534394679093,0.01506476430251524,0.02846630833285743,0.0071195808075622735,-0.00022822900398765546
2021-03-18,57858.921875,47.28901290893555,1782.8551025390625,22.296485900878906,162.55999755859375,19.10840606689453,363.5055847167969,40.470001220703125,-0.017339151916613386,-0.02251388011599787,-0.014656388669823205,-0.01854669495395141,-0.01542643662175922,-0.01248535649527819,-0.0058269675795917875,-0.07952933815208219
2021-03-19,58346.65234375,47.87327194213867,1817.6241455078125,22.84339141845703,163.24000549316406,19.3294734954834,362.83294677734375,41.77000045776367,0.008394319050580128,0.019314164260592667,-0.0018521339639085814,0.012279368353846395,0.011502708713152203,0.024232776558450932,0.004174394816826358,0.031617400417298505
2021-03-20,58313.64453125,,1812.6346435546875,,,,,,-0.0005658791253751102,-0.0027488426499713142,,,,,,
2021-03-21,57523.421875,,1788.217041015625,,,,,,-0.013643904139846409,-0.013562334109678883,,,,,,
2021-03-22,54529.14453125,47.73163604736328,1691.333984375,22.49657440185547,163.0,19.17058563232422,365.73016357421875,41.709999084472656,-0.05345688104443306,-0.05570149954010517,,,,,,
2021-03-23,54738.9453125,46.81983947753906,1678.650146484375,22.14975357055664,161.80999755859375,18.75608253479004,362.8515930175781,39.369998931884766,0.0038401154329438564,-0.00752757122376337,-0.007901887492245342,-0.019287374004331236,-0.02185900434296276,-0.01553667786643894,-0.007327408483150656,-0.057736808433560625
2021-03-24,52774.265625,45.74871826171875,1593.4134521484375,21.42943572998047,162.3699951171875,18.452117919921875,361.00701904296875,41.45000076293945,-0.036551757777657644,-0.05211144586696932,-0.005096514530670458,-0.023143258363169123,-0.01633894535890188,-0.03306089265318473,0.003454859203276189,0.051483822162098694
2021-03-25,51704.16015625,45.9611701965332,1595.3592529296875,21.62952423095703,161.77999877929688,18.597192764282227,363.037841796875,39.88999938964844,-0.020485432915556448,0.0012204074750494925,0.0056096747295970644,0.004633138659887648,0.007831486371007567,0.00929376563488856,-0.0036402714825327686,-0.038362249371114564
2021-03-26,55137.3125,47.1562385559082,1702.842041015625,21.616182327270508,162.24000549316406,18.749176025390625,368.8882751464844,41.529998779296875,0.06428841931989358,0.06519969619018433,0.015986744607618394,0.025669399431911426,0.008139163461207119,-0.0006170279166028946,0.002839374216722469,0.040290377632927976
2021-03-27,55973.51171875,,1716.49462890625,,,,,,0.015051908974823298,0.007985560802970545,,,,,,
2021-03-28,55950.74609375,,1691.35595703125,,,,,,-0.0004068041327035923,-0.014753656144677068,,,,,,
2021-03-29,57750.19921875,46.82870101928711,1819.6849365234375,21.589508056640625,160.30999755859375,18.666276931762695,368.7018737792969,41.91999816894531,0.03165502939331705,0.07313282563305222,,,,,,
2021-03-30,58917.69140625,46.97918701171875,1846.03369140625,21.869630813598633,157.57000732421875,18.873523712158203,367.7237854003906,41.16999816894531,0.020014609919984168,0.014376012643932736,-0.002656314162415434,0.003208389500695399,0.011041554957319082,0.012891495032400654,-0.01723957501602924,-0.01805320502669375
2021-03-31,58918.83203125,47.21820068359375,1918.362060546875,22.309823989868164,159.9600067138672,19.073867797851562,369.21429443359375,40.529998779296875,1.935944759335448e-05,0.03843234153645627,0.004045146007374919,0.005074751873019426,0.010559141968534873,0.01992816552504159,0.015053975494509144,-0.015667380784643564
2021-04-01,59095.80859375,47.67851638793945,1977.27685546875,21.756248474121094,161.97999572753906,18.901159286499023,373.2013854980469,41.84000015258789,0.0029992328786879927,0.030248844074212137,0.010740962251039187,0.00970148028099739,-0.009095962024856363,-0.025126116677684825,0.012549018493591777,0.031810412881896726
2021-04-02,59384.3125,,2143.2255859375,,,,,,0.004870090844088338,0.08059140481363898,,,,,,
2021-04-03,57603.890625,,2028.4224853515625,,,,,,-0.030439981167968613,-0.05505358722875399,,,,,,
2021-04-04,58758.5546875,,2093.122802734375,,,,,,0.019846643132378484,0.03139872466981926,,,,,,
2021-04-05,59057.87890625,47.864418029785156,2107.88720703125,22.396528244018555,161.9199981689453,19.308748245239258,378.55804443359375,40.279998779296875,0.005081207326213134,0.00702900733451175,,,,,,
2021-04-06,58192.359375,48.129981994628906,2118.37890625,22.643306732177734,163.22000122070312,19.419282913208008,378.33453369140625,40.70000076293945,-0.01476389754962159,0.004965007167249876,-0.0005906009786436938,0.0055329194673032,0.005708266844636821,0.010958342002047365,0.007996616729269289,0.010373073649069265
2021-04-07,56048.9375,47.42179489135742,1971.0772705078125,22.489904403686523,162.75999450683594,19.31566047668457,378.7723388671875,40.86000061035156,-0.037528870853164246,-0.07207089820407934,0.0011565215967469854,-0.014823378359887469,-0.005350346464865153,-0.006797784396689233,-0.0028223021365765604,0.0039234931331157755
2021-04-08,58323.953125,47.81129455566406,2088.57373046875,22.903419494628906,164.50999450683594,19.64725685119629,380.5701904296875,40.81999969482422,0.03978767570422682,0.05790117629552684,0.004735293632505582,0.008179968504902636,0.017021537575147468,0.018219706974212182,0.010694635856861524,-0.0009794544215410044
2021-04-09,58245.00390625,47.40409469604492,2072.10888671875,22.383188247680664,163.27000427246094,19.28802490234375,383.3370666503906,40.63999938964844,-0.001354549836114697,-0.007914532883689318,0.007244042505508541,-0.008553288398764616,-0.018453296164536264,-0.022976069902946483,-0.007566026934120144,-0.004419361653831711
2021-04-10,59793.234375,,2135.942138671875,,,,,,0.026234198096664975,0.030340957572639226,,,,,,
2021-04-11,60204.96484375,,2157.656982421875,,,,,,0.006862304387402612,0.010115070495779255,,,,,,
2021-04-12,59893.453125,47.12082290649414,2139.353271484375,22.35651397705078,162.27999877929688,19.205123901367188,383.4768981933594,40.900001525878906,-0.005187618998143358,-0.008519328817561397,,,,,,
2021-04-13,63503.45703125,47.31557846069336,2299.187744140625,22.443220138549805,163.42999267578125,19.26038932800293,384.6133728027344,41.400001525878906,0.05852714345026763,0.07205233206732248,0.002959223626784889,0.004124592370787332,0.002873507202860375,0.003870838587477289,0.007061488473290135,0.012150817331938266
2021-04-14,63109.6953125,47.55458450317383,2435.10498046875,22.903419494628906,162.72000122070312,19.661073684692383,383.2998352050781,43.040000915527344,-0.006219938149170958,0.057433962894236565,-0.003421060778894865,0.005038603089969701,0.020590105381424563,0.020297652027457928,-0.0043537794872208335,0.038849019436828364
2021-04-15,63314.01171875,47.98834991455078,2519.1162109375,23.163536071777344,165.35000610351562,19.83378028869629,387.41741943359375,43.27000045776367,0.003232251116976691,0.033918261330721,0.010685172493648367,0.009080072624182946,0.008745833316603677,0.01129309885672802,0.0160335365383925,0.005329627690957501
2021-04-16,61572.7890625,48.112274169921875,2431.946533203125,23.383630752563477,166.35000610351562,19.95122528076172,388.7123107910156,43.18000030517578,-0.027886621874568536,-0.03521615090518885,0.003336794116909696,0.0025790534711307707,0.005903999837859979,0.009456915903374228,0.0060295628147861114,-0.0020821326618449174
2021-04-17,60683.8203125,,2344.89501953125,,,,,,-0.014542926101405163,-0.03645134605396751,,,,,,
2021-04-18,56216.18359375,,2237.136962890625,,,,,,-0.07647243109811933,-0.047043726324970614,,,,,,
2021-04-19,55724.265625,47.935237884521484,2166.188720703125,23.523693084716797,165.88999938964844,19.9581298828125,386.8025817871094,43.31999969482422,-0.008788979117796622,-0.032227633325533446,,,,,,
2021-04-20,56473.03125,47.54572677612305,2330.2109375,23.356950759887695,166.47999572753906,19.73015785217285,383.97052001953125,42.7400016784668,0.013347500558966063,0.07298952114067536,-0.00734865943262982,-0.008158972221431979,-0.011488252628473932,-0.007113512711415893,0.003550241996940974,-0.013479125925535884
2021-04-21,53906.08984375,47.837860107421875,2364.751708984375,23.410306930541992,168.1300048828125,19.861413955688477,387.6036682128906,41.77000045776367,-0.04651974554182734,0.014714236206438901,0.00941756502714643,0.0061254615029230925,0.006630531620735938,0.0022817756028112755,0.009862362310853667,-0.02295689969433499
2021-04-22,51762.2734375,47.66966247558594,2403.53515625,23.610401153564453,167.0399932861328,19.895954132080078,384.0636901855469,42.09000015258789,-0.040581883746807136,0.016267604548972796,-0.009174945192678878,-0.0035221896908804316,0.0017375488742263838,0.008510949282295685,-0.00650425423162094,0.007631796939522536
2021-04-23,51093.65234375,48.360145568847656,2363.586181640625,23.703771591186523,166.39999389648438,19.95122528076172,388.2278747558594,42.459999084472656,-0.013001302685204313,-0.01676060119782354,0.010784074605665108,0.014380847095534105,0.0027741579174776557,0.003946832562503109,-0.0038387727937765547,0.008752248305240276
2021-04-24,50050.8671875,,2211.625732421875,,,,,,-0.020620437180110716,-0.06645216353330151,,,,,,
2021-04-25,49004.25390625,,2316.0595703125,,,,,,-0.02113272327896639,0.046139409965625544,,,,,,
2021-04-26,54021.75390625,48.422115325927734,2534.481689453125,23.877180099487305,166.83999633789062,20.1101131439209,389.0383605957031,42.33000183105469,0.09747970680195452,0.09012187379809421,,,,,,
2021-04-27,55033.1171875,48.39554977416992,2662.865234375,23.637073516845703,166.4199981689453,19.937406539916992,388.95452880859375,43.11000061035156,0.01854831914865377,0.04941354447385342,-0.0002155078499445481,-0.0005487749037748677,-0.008625137139384155,-0.01010680409436661,-0.0025205449092440876,0.018258905127549612
2021-04-28,54824.703125,48.75851058959961,2746.380126953125,24.43075942993164,166.91000366210938,20.303544998168945,388.8426818847656,43.529998779296875,-0.0037942553737364284,0.030881028242382532,-0.0002875991918237253,0.007471895723572667,0.01819780837228151,0.03302657957240389,0.002940064461277065,0.009695324604357387
2021-04-29,53555.109375,48.64341354370117,2756.876953125,24.3707332611084,166.22000122070312,20.179195404052734,391.3207702636719,44.2599983215332,-0.023429673825133245,0.0038147732329112433,0.006352762888897871,-0.002363343445099948,-0.006143358081431064,-0.002460014880070418,-0.004142547462168167,0.016630969178615108
2021-04-30,57750.17578125,47.78474044799805,2773.20703125,23.717113494873047,165.66000366210938,19.605806350708008,388.74957275390625,43.27000045776367,0.07541518772096198,0.005905923178421575,-0.006592243492643357,-0.01781006391832538,-0.02882637842343791,-0.027186079911542885,-0.003374702192485256,-0.022621731883987573
2021-05-01,57828.05078125,,2945.892822265625,,,,,,0.0013475723603123622,0.06040751310203988,,,,,,
2021-05-02,56631.078125,,2952.05615234375,,,,,,-0.020916047590224387,0.0020899917405673187,,,,,,
2021-05-03,57200.29296875,47.78474044799805,3431.086181640625,23.810487747192383,167.80999755859375,19.72324562072754,389.5880126953125,43.97999954223633,0.010001102205402288,0.15037495372643486,,,,,,
2021-05-04,53333.5390625,47.24475860595703,3253.62939453125,23.490345001220703,166.5800018310547,19.536725997924805,387.18450927734375,44.869998931884766,-0.06999363622377694,-0.053105772046597124,-0.006188455488711554,-0.011364632228471241,-0.009501842127622818,-0.013536659545510683,-0.007356686965198023,0.020034421465064487
2021-05-05,57424.0078125,47.466060638427734,3522.783203125,24.16397476196289,167.27000427246094,19.895954132080078,387.3056335449219,44.65999984741211,0.07389708647447689,0.07948024985726106,0.0003127845323486303,0.004673223967183521,0.01822032238065848,0.028273392112302707,0.00413361336698124,-0.004691153187873519
2021-05-06,56396.515625,47.91753005981445,3490.88037109375,24.684202194213867,170.05999755859375,20.303544998168945,390.39849853515625,44.40999984741211,-0.018055093557641698,-0.009097400160043746,0.007953876463451318,0.00946646670721509,0.02027910013883813,0.021300573903813038,0.016542002735280385,-0.005613577127234463
