text,label,label_text
Bluebird bio downgraded to in line from outperform at Evercore ISI,0,bearish
Bluebird bio stock price target cut to $86 from $172 at Evercore ISI,0,bearish
Canada Goose downgraded to buy from strong buy at CFRA,0,bearish
Canada Goose stock price target cut to $50 from $65 at CFRA,0,bearish
Children's Place downgraded as e-commerce puts margins at risk,0,bearish
Children's Place price target cut to $80 from $105 at Monness Crespi Hardt,0,bearish
Cinedigm Corp. Analysts Are Cutting Their Estimates: Here's What You Need To Know,0,bearish
Clovis Oncology stock price target cut to $8 from $12 at Evercore ISI,0,bearish
Cumberland Pharmaceuticals stock price target cut to $9.00 from $12.25 at B. Riley FBR,0,bearish
"Dell, HPE targets trimmed on compute headwinds",0,bearish
Dish may not be key winner amid Intelsat woes - analyst,0,bearish
Disney downgraded as analyst says parks attendance could take 2 years to 'normalize' https://t.co/InJKourtW3,0,bearish
Downgrades 11/25: $AEO $COLM $DGII $EQT $ESS $EVRG $GTT $KRG $MANT $MDCO $NFLX $OMP $PEG $PRU $SBT $SITC $TAP $VIPS,0,bearish
Downgrades 4/7: $MLND $MSGN $MTLS $O $OC $OVV $PEB $PK $PLYA $QEP $RHP $RPAI $SAIA $SDC $SHOP $SKY $SLG $SM $TWLO… https://t.co/NGkYTADOSt,0,bearish
Dropbox on watch after stinging Spruce Point report,0,bearish
"Earnings Update: electroCore, Inc. Just Reported And Analysts Are Trimming Their Forecasts",0,bearish
Evercore downgrades bluebird bio and Clovis in premarket analyst action,0,bearish
"Fannie Mae, Freddie Mac downgraded to sell, as analyst cites 'unintended consequences' of CARES Act https://t.co/NhiYwphBQd",0,bearish
Forescout downgraded to neutral from buy at Monness Crespi Hardt,0,bearish
FormFactor cut on 'unsustainable' revenue outlook,0,bearish
Funko downgraded to hold from buy at Stifel Nicolaus,0,bearish
Funko stock price target cut to $10 from $25 at Stifel Nicolaus,0,bearish
GM stock price target cut to $30 from $32 at Deutsche Bank,0,bearish
Grubhub gains a bear on margin view,0,bearish
H&P downgraded at Argus as drilling industry weakness seen persisting,0,bearish
Hanesbrands stock price target cut to $13 vs. $16 at BofA Merrill Lynch,0,bearish
Helmerich & Payne started at sell with $34 stock price target at Deutsche Bank,0,bearish
Hexo stock price target cut to C$5 from C$6 at MKM Partners,0,bearish
Home Depot stock price target cut to $237 from $240 at Instinet,0,bearish
Intelsat downgraded to underweight from neutral at J.P. Morgan,0,bearish
Intelsat lower after Morgan Stanley target cut,0,bearish
Jefferies warns on L Brands,0,bearish
Kohl's stock price target cut to $48 from $52 at Deutsche Bank,0,bearish
Kohl's stock price target cut to $50 from $53 at Wedbush,0,bearish
L Brands stock price target cut to $16 from $20 at Wedbush,0,bearish
Lovesac stock price target cut to $28 vs. $33 at Canaccord,0,bearish
Lyft stock price target cut to $58 from $70 at Deutsche Bank,0,bearish
Macerich downgraded to underweight from sector weight at KeyBanc Capital,0,bearish
Marinus Pharma stock price target cut to $6 from $7 at Leerink,0,bearish
Methanex downgraded at TD Securities on valuation,0,bearish
Metro Inc. Just Missed Earnings And Its EPS Looked Sad - But Analysts Have Updated Their Models,0,bearish
Mid-America Apartment Communities downgraded to sector weight from overweight at KeyBanc Capital,0,bearish
Mitek Systems stock price target cut to $11 from $14 at Benchmark,0,bearish
Napco Security stock price target cut to $30 from $35 at Imperial Capital,0,bearish
Needham's Martin Defends Her Prediction That Netflix Subscriptions Will Fall,0,bearish
Netflix downgraded to ‘underperform’ at Needham,0,bearish
Netflix stock falls after Wells Fargo turns bearish,0,bearish
New Netflix bear steps out,0,bearish
"New York Opioid Case A Significant Risk For Pharma Stocks, Says Bearish BofA",0,bearish
Norwegian Cruise Line downgraded to strong sell from hold at CFRA,0,bearish
Novo Nordisk downgraded by UBS on concerns over drug launch cost,0,bearish
Oppenheimer cuts estimates on Yum China,0,bearish
Orbcomm price target lowered to $9 at Canaccord,0,bearish
O'Reilly Automotive stock price target cut to $405 from $415 at J.P. Morgan,0,bearish
Patterson-UTI Energy started at sell with $7 stock price target at Deutsche Bank,0,bearish
PS Business Parks downgraded to underweight from sector weight at KeyBanc Capital,0,bearish
Rio Tinto downgraded to neutral from overweight at J.P. Morgan,0,bearish
"Rosenblatt Projects 47% Downside In Apple Shares, Warns Of Drop In iPhone Production",0,bearish
Royal Caribbean downgraded to sell from buy at CFRA,0,bearish
Royal Caribbean stock price target cut to $100 from $135 at CFRA,0,bearish
Royal Caribbean's stock falls after CFRA swings to bearish on 'more dire' coronavirus assessment,0,bearish
Scandinavian Tobacco Group A/S Earnings Missed Analyst Estimates: Here's What Analysts Are Forecasting Now,0,bearish
Sherwin-Williams cut from Conviction Buy at Goldman on valuation,0,bearish
Sirius downgraded on valuation,0,bearish
Spotify Double Downgrade Reflects Prospect of Slower Revenue Growth https://t.co/jMJ3N4A06T,0,bearish
SunTrust latest to trim Nielsen target,0,bearish
Taco Bell parent Yum Brands downgraded to neutral from buy at BTIG,0,bearish
Take-Two downgraded on murky game slate,0,bearish
Take-Two Interactive stock price target cut to $124 from $133 at MKM Partners,0,bearish
Target Hospitality downgraded to perform from outperform at Oppenheimer,0,bearish
Taubman Centers downgraded to sector weight from overweight at KeyBanc Capital,0,bearish
"The Manitowoc Company, Inc. Just Reported Earnings, And Analysts Cut Their Target Price",0,bearish
Transocean started at sell with $3 stock price target at Deutsche Bank,0,bearish
Ultra Clean downgraded to hold from buy at Stifel Nicolaus,0,bearish
Wells Fargo Downgrades Netflix $NFLX to Underperform but sees as a takeover target. NFLX could get acquired: NFLX i… https://t.co/vuNpYwRDSg,0,bearish
Wells Fargo Downgrades Netflix On Spending Concerns,0,bearish
"Wells Fargo downgrades Netflix: 'If content is king, then cash is queen' https://t.co/niUwYR5YUD",0,bearish
Welltower stock price target cut to $90 from $95 at J.P. Morgan,0,bearish
WWE stock price target cut to $57 from $79 at Benchmark,0,bearish
$ALTG: Dougherty & Company starts at Buy,1,bullish
$AMD - AMD's Navi shows strong adoption - BofA https://t.co/WnCksfl1gX,1,bullish
$ANCUF: BMO Capital Markets ups to Outperform,1,bullish
$BHE: Lake Street starts at Buy,1,bullish
$CNC *S&P Raises Centene Corp. Rtg To BBB- From BB+; Outlk Stable*,1,bullish
$DE - Citi gives big boost to Deere PT https://t.co/MfhnyZe593,1,bullish
$EBAY - Guggenheim sees favorable catalysts for eBay https://t.co/1adfDkHeaw,1,bullish
$FCX - Freeport upgraded as Credit Suisse sees big buying opportunity https://t.co/d4TGqrNi7Y,1,bullish
$FLXN: BTIG Research starts at Buy https://t.co/MCyfTsXc2N,1,bullish
"$FNV - Franco-Nevada will not need more funding despite suspensions, analyst says https://t.co/pyARTEahWH",1,bullish
$GBT: Cantor Fitzgerald resumes at Overweight,1,bullish
$GM - Morgan Stanley sees GM doubling in bull case scenario https://t.co/uNK2xzGQuq,1,bullish
$GOOS: Barclays starts at Overweight,1,bullish
$HAS - Hasbro gains after UBS upgrade https://t.co/taTMaip1uM,1,bullish
"$JD - New https://t.co/BDnqOJSFq5 bull praises acceleration, margin profile https://t.co/Swtzl0mjnF",1,bullish
$JD: Barclays ups to Overweight,1,bullish
$KHC - JPMorgan constructive on Kraft Heinz https://t.co/Sp4I2ehAVw,1,bullish
$KIM: Compass Point ups to Neutral,1,bullish
$LOW - Lowe's racks up another positive rating despite recession risk https://t.co/ekx4f6aqIK,1,bullish
$LRCX - Lam target boosted on 'compelling' setup https://t.co/TBgKmZH6pM,1,bullish
$LULU: Barclays starts at Overweight https://t.co/MCyfTsXc2N,1,bullish
"$MU $WDC - Bull sees 2020 upsides for MU, WDC https://t.co/65zGfs82xI",1,bullish
$NBY Rated buy https://t.co/xWbLXU1yOY,1,bullish
$NFLX - SunTrust expecting Netflix to post strong user growth https://t.co/6z62FXsUom,1,bullish
$NVDA - Nvidia set for gaming tailwinds - BofA https://t.co/l3m78pJzrW,1,bullish
$OCN - BTIG sees 'material improvement' to Ocwen book value https://t.co/8MMo05uiM6,1,bullish
$OYST: Cowen starts at Outperform,1,bullish
$RAPT: BMO Capital Markets starts at Outperform,1,bullish
$RNG - Evercore starts RingCentral at Outperform https://t.co/rfNcO3sw2k,1,bullish
$SBAC $SBAC $AMT - MoffettNathanson boosts SBAC to Buy https://t.co/8k4l0c5x89,1,bullish
$SNAP - Loop turns bullish on Snap ad growth https://t.co/TekdZS48et,1,bullish
$STXS: Lake Street starts at Buy,1,bullish
$TENB - Cowen sees upside in TENB's Indegy purchase https://t.co/Ve7bTreR7Y,1,bullish
"$UBER $LYFT - Uber, Lyft can raise prices to profit - Barclays https://t.co/1xx084l36h",1,bullish
$WABC: Maxim Group ups to Buy,1,bullish
$WRI: Compass Point ups to Buy,1,bullish
$ZS - New Zscaler bull sees 'sustainable' growth; shares +4% https://t.co/4fx811IVG5,1,bullish
"Activision, Take-Two charts look 'constructive' as Wells Fargo gets bullish on video game plays: Trader $ATVI $TTWO… https://t.co/1s0WRleA2n",1,bullish
Adobe stock price target raised to $315 vs. $290 at Wedbush,1,bullish
Adobe stock price target raised to $318 vs. $310 at Instinet,1,bullish
Aegis Capital positive on Netflix usage trend,1,bullish
"After a 60% drop in 6 months, Bank of America says buy pot stock Canopy",1,bullish
Akero Therapeutics started at buy with $36 stock price target at Canaccord Genuity,1,bullish
Align Technology stock price target raised to $305 from $290 at Stifel Nicolaus,1,bullish
Allergan upgraded to buy from neutral at UBS,1,bullish
Altria stock price target raised to $54 from $50 at Stifel Nicolaus,1,bullish
Amneal Pharma price target raised to $6 vs. $4 at SunTrust Robinson Humphrey,1,bullish
"An analyst at Loop Capital upgrades $LYFT  to buy from hold, citing higher revenue growth potential.  https://t.co/2blCalNe9P",1,bullish
Analyst: AT&T Is The Top Telecom Pick For 2020,1,bullish
Analysts Mostly Bullish On Newly Public Insurance Firm BRP Group,1,bullish
Analysts See 18% Gains Ahead For The Holdings Of The First Trust Dow Jones Internet Index Fund ETF,1,bullish
Ansys stock price target raised to $265 from $235 at Benchmark,1,bullish
Anthem stock price target raised to $330 from $300 at SunTrust RH,1,bullish
Applied Industrial Technologies stock price target raised to $70 from $65 at KeyBanc Capital,1,bullish
arGen-X stock price target raised to $255 vs. $203 at Instinet,1,bullish
Armata Pharmaceuticals started at buy with $8 stock price target at Maxim Group,1,bullish
Arrow Electronics stock price target raised to $87 vs. $84 at SunTrust Robinson Humphrey,1,bullish
"Asset Management One Co. has a bullish call on Treasuries. One for the long, long run https://t.co/8go8ZhMvdc",1,bullish
Audentes Therapeutics stock price target raised to $40 from $34 at Evercore ISI,1,bullish
Audentes Therapeutics upgraded to outperform from in line at Evercore ISI,1,bullish
Axcelis Technologies stock price target raised to $32 from $24 at Benchmark,1,bullish
Baird bullish on beat-up Canada Goose,1,bullish
Baird likes drug wholesalers in premarket analyst action,1,bullish
Baird returns to Wingstop bull camp,1,bullish
Baker Hughes started at buy with $32 stock price target at Deutsche Bank,1,bullish
Bank of America stock price target raised to $49 from $48 at Oppenheimer,1,bullish
Barclays analysts says Uber and Lyft are well-positioned to achieve profitability https://t.co/emLga0CBm1,1,bullish
"Bausch Health upgraded to overweight from neutral at JPMorgan, price target raised to $38 from $32",1,bullish
Bed Bath & Beyond reiterated as buy at BofA Merrill Lynch,1,bullish
Belden stock price target raised to $56 vs. $54 at SunTrust Robinson Humphrey,1,bullish
Benchmark says this roof supplier is a Buy,1,bullish
Bernstein turns bullish on VMware's valuation,1,bullish
Berry Petroleum upgraded to sector weight from underweight at KeyBanc Capital,1,bullish
Best Buy stock price target raised to $105 from $86 at Oppenheimer,1,bullish
Biogen stock price target raised to $392 from $320 at Instinet,1,bullish
Biogen stock price target raised to $410 from $350 at SVB Leerink,1,bullish
Boeing stock price target raised to $427 from $406 at CFRA,1,bullish
"BofA Upgrades WestRock After Containerboard Conference, London Pulp Week",1,bullish
"Bouygues SA Just Beat Analyst Forecasts, And Analysts Have Been Updating Their Predictions",1,bullish
BTIG expects Domino's to boost buybacks,1,bullish
BTIG sees 'material improvement' to Ocwen book value,1,bullish
"Bull sees 2020 upsides for MU, WDC",1,bullish
Cabot upgraded to buy from neutral at UBS,1,bullish
"Canada Goose upgraded to outperform from neutral at Baird, price target C$53",1,bullish
Capital Southwest initiated at outperform at Raymond James with $23.50 price target,1,bullish
Celanese stock price target raised to $120 vs. $111 at BofA Merrill Lynch,1,bullish
CF Industries stock price target raised to $56 vs. $52 at BofA Merrill Lynch,1,bullish
CF Industries upgraded to buy vs. neutral at BofA Merrill Lynch,1,bullish
Ciena stock price target raised to $47 vs. $43 at Instinet,1,bullish
Citi gives big boost to Deere PT,1,bullish
Citi reels in PT on Nu Skin,1,bullish
"CITRON SAYS IT'S LONG ON LUCKIN COFFEE

MW vs CItron",1,bullish
CNH Industrial upped to Buy at Deutsche Bank on valuation,1,bullish
Copa Holdings stock price target raised to $130 from $103 at Deutsche Bank,1,bullish
Costco price target raised to $330 vs. $320 at BofA Merrill Lynch,1,bullish
CSX stock price target raised to $90 from $72 at Deutsche Bank,1,bullish
CSX upgraded to buy from hold at Deutsche Bank,1,bullish
CVS Health stock price target raised to $90 from $85 at SunTrust RH,1,bullish
CyrusOne upgraded to overweight from sector weight at KeyBanc Capital,1,bullish
Diamondrock Hospitality upgraded to sector weight from underweight at KeyBanc Capital,1,bullish
DLH Holdings maintained as buy with $7 price target at Canaccord,1,bullish
Domtar upgraded to market perform at BMO Capital,1,bullish
Dow stock price target raised to $52 vs. $46 at BofA Merrill Lynch,1,bullish
"Earnings Update: Here's Why Analysts Just Lifted Their Aemetis, Inc. Price Target To US$2.25",1,bullish
Earnings Update: Here's Why Analysts Just Lifted Their Milestone Scientific Inc. Price Target To US$2.00,1,bullish
"Earnings Update: Here's Why Analysts Just Lifted Their Skyworks Solutions, Inc. Price Target To US$104",1,bullish
Eastman Chemical stock price target raised to $85 vs. $82 at BofA Merrill Lynch,1,bullish
Edgewell stock price target raised to $41 from $33 at CFRA,1,bullish
Elastic upgraded to buy from hold at Canaccord Genuity,1,bullish
"Enbridge upgraded to buy from neutral at UBS, price target lifted to C$54 from C$50",1,bullish
"Energizer Holdings upgraded to neutral from underweight at JP Morgan, price target lifted to $51 from $41",1,bullish
Energizer shakes off JPMorgan's bear call,1,bullish
Equity Lifestyle Properties upgraded to outperform at BMO Capital,1,bullish
Estee Lauder stock price target raised to $238 from $202 at Raymond James,1,bullish
Etsy initiated as buy with $55 price target at SunTrust Robinson Humphrey,1,bullish
FedEx stock price target raised to $168 from $163 at BofA Securities,1,bullish
FleetCor stock price target raised to $325 from $310 at CFRA,1,bullish
Ford's electric SUV impresses Credit Suisse,1,bullish
Fortinet stock price target raised to $115 from $104 at BMO Capital,1,bullish
Fortinet stock price target raised to $120 from $110 at Monness Crespi Hardt,1,bullish
"Glenmark Pharmaceuticals Limited Just Beat Analyst Forecasts, And Analysts Have Been Updating Their Predictions",1,bullish
Goldman adds Workday to conviction list; shares +1%,1,bullish
"Goldman Says 36,000% Rally in Brazilian Retailer Has Room to Run",1,bullish
GrubHub stock price target raised to $40 from $34 at Oppenheimer,1,bullish
GrubHub stock price target raised to $60 from $30 at Susquehanna,1,bullish
Hasbro upgraded on earnings growth potential from Entertainment One acquisition,1,bullish
"Hasbro upgraded to buy from neutral at UBS, price target $117",1,bullish
Heat Biologics started at buy with $1 stock price target at Maxim Group,1,bullish
"Home Depot upgraded to outperform from neutral at Credit Suisse, price target raised to $235 from $225",1,bullish
Humana stock price target raised to $363 from $319 at Deutsche Bank,1,bullish
Huntsman named Conviction Buy at Goldman in chemical sector shuffle,1,bullish
Intel stock price target raised to $62 vs. $60 at SunTrust Robinson Humphrey,1,bullish
Intercept Pharmaceuticals maintained as buy with $165 price target at Canaccord,1,bullish
Invitae Corp. maintained as buy at Benchmark,1,bullish
J.C. Penney stock price target raised to $1.00 from 80 cents at B. Riley FBR,1,bullish
Jabil stock price target raised to $47 from $36 at CFRA,1,bullish
Jefferies analysts lifted Tesla $TSLA shares to buy while paring the price target 19%. https://t.co/BJhXfQuRTd,1,bullish
JPMorgan likes Bausch Health in premarket analyst action,1,bullish
JPMorgan out bullish on Uber's upside potential,1,bullish
Kilroy Realty upgraded to overweight from sector weight at KeyBanc Capital,1,bullish
L3Harris started at buy with $280 stock price target at Benchmark,1,bullish
Lagging MLP upgraded at Goldman as new projects seen lifting cash flows,1,bullish
Ligand Pharmaceuticals started at buy with $135 stock price target at Benchmark,1,bullish
Lovesac maintained as buy at Canaccord,1,bullish
Lululemon stock price target raised to $260 vs. $222 at Susquehanna,1,bullish
Lyft stock gets an upgrade due to competitive positioning,1,bullish
LyondellBasell sock price target raised to $107 vs. $99 at BofA Merrill Lynch,1,bullish
Magnolia Oil & Gas started at overweight with $14 stock price target at KeyBanc Capital,1,bullish
Mesa Air reiterated as outperform at Cowen,1,bullish
Microchip Technology stock price target raised to $113 vs. $106 at SunTrust Robinson Humphrey,1,bullish
Mizuho raises Intel on aggressive price cuts,1,bullish
Molina Healthcare stock price target raised to $165 from $155 at SunTrust RH,1,bullish
Morgan Stanley analyst Joseph Moore upgraded NVIDIA (NASDAQ: $NVDA) from Equalweight to Overweight with a price tar… https://t.co/NVjiO6Brwb,1,bullish
Morgan Stanley bullish on Eldorado Resorts ahead of Caesars combination,1,bullish
Morgan Stanley joins mortgage sector bulls,1,bullish
Morgan Stanley Raises Fortinet's Price Target After Bullish Analyst Day,1,bullish
Morgan Stanley upgrades NVIDIA $NVDA from Equal-Weight to Overweight and announces $259 price target.,1,bullish
"Morgan Stanley upgrades Nvidia to buy, predicting 2020 will be 'a return to solid growth' https://t.co/9gTGxKbSGj",1,bullish
"Munster Doubles Down, Says Apple Has 40% Upside This Year",1,bullish
New bull sees 22% upside for Splunk,1,bullish
New for subscribers:  Morgan Stanley adds Amazon to its list of favorite stocks. Here are the rest... https://t.co/QbgS6IQXRt,1,bullish
Newmont Goldcorp stock price target raised to $41.50 from $39.50 at B. Riley FBR,1,bullish
NLight target raised on Nutronics deal,1,bullish
Nokia stock price target raised to $6.00 from $5.50 at MKM Partners,1,bullish
Nuvasive upgraded to outperform vs market perform at Leerink,1,bullish
"Nvidia Has One Of The Best Opportunities To Maintain High Multiple, Morgan Stanley Says In Upgrade",1,bullish
Nvidia stock climbs after Morgan Stanley turns bullish,1,bullish
NXP Semiconductors stock price target raised to $139 vs. $128 at SunTrust Robinson Humphrey,1,bullish
Olin Corp. stock price target raised to $23 vs. $22 at BofA Merrill Lynch,1,bullish
"One analyst says TD could unlock ""significant value"" by selling its minority stake in Ameritrade after its purchase… https://t.co/swy7IVNnQE",1,bullish
Onto Innovation stock price target raised to $50 from $40 at Benchmark,1,bullish
Owens Corning upgraded at Wells after raising residential insulation prices,1,bullish
"Owens Corning Upgraded On Strong Insulation, Roofing Potential",1,bullish
Oyster Point Pharma initiated at overweight with $26 price target at JP Morgan,1,bullish
"Paul Tudor Jones Sees the Potential for a Stock Market Explosion, to the Upside",1,bullish
PennMac Financial rises to record as Piper gets more bullish,1,bullish
Piper likes DexCom in premarket analyst action,1,bullish
"Pixelworks, Inc. Just Reported And Analysts Have Been Lifting Their Price Targets",1,bullish
PPG Industries stock price target raised to $113 vs. $105 at BofA Merrill Lynch,1,bullish
Prothena upgraded to outperform from in line at Evercore ISI,1,bullish
Purple Innovation initiated at overweight with $12 price target at KeyBanc Capital,1,bullish
Quanterix maintained as outperform with $35 price target at Leerink,1,bullish
Results: KLA Corporation Beat Earnings Expectations And Analysts Now Have New Forecasts,1,bullish
RPM International stock price target raised to $79 vs. $75 at BofA Merrill Lynch,1,bullish
S&P Global stock price target raised to $322 from $274 at Stifel Nicolaus,1,bullish
Sanderson Farms stock price target raised to $159 from $150 at J.P. Morgan,1,bullish
Schlumberger started at buy with $42 stock price target at Deutsche Bank,1,bullish
Selvaag Bolig ASA Just Beat Earnings Expectations: Here's What Analysts Think Will Happen Next,1,bullish
"SoftBank will have the ""last laugh"" with WeWork deal, one Bernstein analyst says https://t.co/qmfAPKICdp",1,bullish
Sonoma Pharma maintained as buy with $9 price target at Benchmark,1,bullish
Splunk upgraded to overweight at Morgan Stanley,1,bullish
"Starbucks Stock Is a Buy, According to This Investment Bank",1,bullish
Starbucks upgraded to overweight at J.P. Morgan after meeting with executives,1,bullish
"Stifel Upgrades Parker-Hannifin On Potential Synergies, Industry Recovery Prospects",1,bullish
"Stifel Upgrades Wendy's, Bullish On Breakfast And Digital Prospects",1,bullish
"Syanptics raised on forecast, margin strength",1,bullish
Synaptics stock price target raised to $40 from $32 at J.P. Morgan,1,bullish
"Synopsys upgraded to overweight from neutral at JPMorgan, price target raised to $160 from $157",1,bullish
TE Connectivity stock price target raised to $95 vs. $94 at SunTrust Robinson Humphrey,1,bullish
Teekay Tankers upped two notches to Buy at BAML,1,bullish
Texas Instruments stock price target raised to $125 vs. $122 at SunTrust Robinson Humphrey,1,bullish
Twitter stock price target raised to $36.50 from $34.50 at Wedbush,1,bullish
Twitter stock price target raised to $38 from $36 at SunTrust RH,1,bullish
Twitter stock price target raised to $47 from $34 at Susquehanna,1,bullish
"Twitter, Inc. Just Reported And Analysts Have Been Lifting Their Price Targets",1,bullish
U.S. Well Services initiated at buy with $3.50 price target at Stifel,1,bullish
Uber stock price target raised to $45 from $34 at MKM Partners,1,bullish
Uber stock price target raised to $49 from $47 at BofA Securities,1,bullish
Uber stock price target raised to $50 from $45 at Oppenheimer,1,bullish
Uber stock price target raised to $52 from $50 at Wedbush,1,bullish
Uber stock price target raised to $54 from $50 at Deutsche Bank,1,bullish
UBS raises Peloton’s price target to $40,1,bullish
UBS upgrades Hasbro on strong sales of Frozen II dolls into Black Friday https://t.co/23HWM60K7q,1,bullish
UDR upgraded to overweight from sector weight at KeyBanc Capital,1,bullish
Unisys stock price target raised to $21 from $18 at Sidoti & Co.,1,bullish
UnitedHealth stock price target raised to $338 from $303 at CFRA,1,bullish
Upgrades 11/25: $ARWR $CACI $CF $DECK $DKS $ENR $EQM $ETRN $FE $HAS $HLX $JD $KIM $LYFT $NTR $NVDA $ORAN $PROS $SNAP $WEN $WING $WRI $ZS,1,bullish
Upgrades 4/7: $AMT $BHP $BK $CHH $ENI $EQNR $ETR $EXR $FCX $HOLX $HSIC $LOW $LSI $MAR $MAS $MGP $MHK $MXL $NGG $NWE… https://t.co/jXZNb22Cwb,1,bullish
Vertex Pharmaceuticals stock price target raised to $248 from $240 at BMO Capital,1,bullish
Vertical Research expects Allison Transmission to break out,1,bullish
Voyager Therapeutics started at outperform with $26 stock price target at Oppenheimer,1,bullish
Walt Disney stock price target raised to $143 from $141 at Imperial Capital,1,bullish
"Wells Fargo analyst Dori Kesten lifted her rating on Marriott $MAR to overweight, noting that the hotel chain's sha… https://t.co/9TLXzYZjUs",1,bullish
Wells still bullish on T-Mobile after unsurprising CEO change,1,bullish
Westlake Chemical stock price target raised to $65 vs. $64 at BofA Merrill Lynch,1,bullish
WestRock stock price target raised to $48 from $42 at BofA Merrill Lynch,1,bullish
WestRock upgraded to buy from neutral at BofA Merrill Lynch,1,bullish
Why Credit Suisse Sees the S&P 500 Gaining 10% in 2020,1,bullish
Williams Cos. initiated as buy with $27 price target at SunTrust Robinson Humphrey,1,bullish
"Workday added to Goldman's conviction list, stock gains",1,bullish
Zendesk stock price target raised to $85 from $75 at Stifel Nicolaus,1,bullish
Zendesk targets raised after 'solid' results,1,bullish
$LB - MKM Partners puts a number on Victoria's Secret https://t.co/VSzHLqLBgE,2,neutral
$WING - Baird returns to Wingstop bull camp https://t.co/KfPaweOVgo,2,neutral
Analysts React To FCC Decision On Intelsat C-Band Spectrum Auction,2,neutral
Arex Capital ramps up pressure on Zagg,2,neutral
Aviation Capital Group Assigned ‘Baa2’ Rating by Moody’s https://t.co/kEKxNfJEgZ https://t.co/5hasUcG1ON,2,neutral
"Benzinga's Top Upgrades, Downgrades For December 17, 2019",2,neutral
